Gene	90d	120d	epider
A1BG	-1.07636405253046	-3.11641295135636	-0.448895464075589
A1BG-AS1	-0.714553382682498	-3.57055016316817	-0.702649529108538
A1CF	-0.332191646688484	-1.6323322090403	-0.0591422059004902
A2M	-3.56022937181812	-3.40605995578918	-1.91106820590901
A2M-AS1	-1.91859362401975	-0.26017808021277	0.00176024956016408
A2ML1	-0.445040832462061	-1.59333146978535	7.93813427286509
A2MP1	0	0	0
A3GALT2	-0.0724576035639486	-2.37938018354094	-1.30350367866774
A4GALT	-0.902000931671327	-2.7155572276731	-1.88394219019724
A4GNT	-1.05789740676426	-2.71234658856285	-3.64172297217333
AA06	0	0	0
AAAS	0.500428535429861	1.01428360548265	2.032854409532
AACS	0.115765083839026	0.427657444747837	1.13053964921285
AACSP1	0	0	0
AADAC	3.65966290693865	4.21597531898924	0
AADACL2	1.06101388637869	1.66754950666061	4.65752172646122
AADACL2-AS1	0	0.725485786548082	0.803661963055635
AADACL3	0	0	-0.0274307631602968
AADACL4	1.0118930137034	0	0
AADACP1	4.72333067676837	4.9989829847719	0
AADAT	-0.331240641397444	-0.805212884828187	-2.2402380430462
AAED1	-0.482453308394032	-0.636213432927377	-1.83783777278427
AAGAB	0.458817526606502	0.937146964003222	0.967881882181231
AAK1	-0.231379717802466	-0.524870302971259	-1.19822584715165
AAMDC	-0.995615420798617	-0.954540310739633	-0.658854964473851
AAMP	0.391019089864779	1.30296770911184	1.98622487929012
AANAT	0.312861559867084	0.4958945072126	-0.396729126793333
AAR2	-0.121755182922991	-0.0722426530476201	2.34403410923154
AARD	-2.13597158235484	-3.0208007808547	-3.08739284739362
AARS	0.386982021237436	-0.00483597980245969	1.11112345005049
AARS2	-0.20745618970556	-0.107842094595032	0.960735664933139
AARSD1	0.833925512693065	0	0
AASDH	-0.401980783093577	-0.483922106137432	-0.180051021654802
AASDHPPT	0.160754835621394	-0.933564183530246	0.586944696910483
AASS	-0.567305679906605	-1.40643768855319	-1.17561038837768
AATBC	2.28251960052075	3.04327812666161	3.24147116727105
AATF	1.23312211565804	1.63558055624184	1.50295162388546
AATK	2.42362907500542	3.26251535926146	4.99650507148148
AATK-AS1	0	0	0.493754442712011
ABALON	1.62546601665438	2.36945828326384	2.20364299190127
ABAT	-0.279697087072581	0.648544526990305	0.193519324703584
ABCA1	-0.681420396137984	-3.01810051932294	-2.28312027387097
ABCA10	-0.790185170613904	-1.49336587941284	-0.978939108245203
ABCA11P	-0.589751921032956	-1.52363595485114	-1.62018736644517
ABCA12	1.6267596855372	2.25385678930872	5.15113886966291
ABCA13	1.19995538272375	2.77308814289477	-3.75441742802625
ABCA17P	-1.13993603971781	-1.1496049667301	-1.19419944848301
ABCA2	0.388274959830516	1.38508311923523	-0.178744342509118
ABCA3	-1.88437422734241	-1.0301523412201	-0.146149274409344
ABCA4	0.0379316285934177	-1.01225209292419	-2.46958400679826
ABCA5	-0.555737664270791	-1.59656621163039	-0.854676193613245
ABCA6	-1.17746090457687	-4.95998446954024	-2.68950970289237
ABCA7	1.1014140563757	1.97509124837293	1.78451905387642
ABCA8	-0.629458417618322	-3.42166359743436	-3.70092784346535
ABCA9	-0.757653948468242	-3.88330481009244	-2.47557611760186
ABCA9-AS1	-1.60714789867112	-1.60519022663062	-1.97288293144518
ABCB1	-1.7675271754201	-3.74170343854143	-1.81895126815261
ABCB10	0.170546191536521	0.16184819369697	-1.02020424098917
ABCB11	0	0.762867046792789	0.697493700308388
ABCB4	-0.858648894188406	-2.76551753261857	-2.21267280538807
ABCB5	-0.0844937466297991	-3.28188305264055	3.83704781220109
ABCB6	0.295693002299538	0.298117749750393	1.17934891632111
ABCB7	0.466986073009196	0.998560841772875	-0.0691647753174278
ABCB8	-0.551847432750227	-0.519596503558773	1.72494672860929
ABCB9	-0.410801410397575	0.482127264514571	0.974448168370967
ABCC1	-0.359869463128848	-0.682488791477387	-1.46308013773141
ABCC10	-0.134956482257838	0.138813324767573	0.56231744167602
ABCC11	0	1.67226154482608	1.20569552552071
ABCC12	-1.11875601542409	-1.10898136279573	-1.57756970050499
ABCC13	0	0.955129134593867	0
ABCC2	0.775871456239046	0.532543968084955	4.92921394347646
ABCC3	-0.255147862502502	0.134003337919497	-1.93769894806882
ABCC4	-0.0752355066281855	-0.660248815223165	-1.97473389829349
ABCC5	1.19377872073632	1.75369974081805	-0.230821723472419
ABCC5-AS1	0.973262419980315	0.518246741829256	-0.892128528001547
ABCC6	-1.28430699894712	-1.93779691233283	-2.16624654387182
ABCC6P1	-0.460165716507511	0.290428950007553	-1.1847501089224
ABCC6P2	-2.45804900263678	-2.45418241310293	-3.0930945111754
ABCC8	0	0	0.288925375468385
ABCC9	-0.103260564327864	-4.23534669344052	-7.53978080608088
ABCD1	-1.09538262799116	-2.63604055917733	0.465742739892913
ABCD2	0	0.734131386234548	0.567930542610094
ABCD3	0.17506561287463	-0.0897265171222051	-0.49528535381234
ABCD4	-0.00531357033846607	0.420894227167237	-0.333003557637003
ABCE1	0.832294283896318	0.737870754611704	0.350082343590414
ABCF1	0.202711357979627	0.0521643319854504	0.406027341733417
ABCF2	-0.0820845741240097	-0.582151289401592	1.64259928176903
ABCF3	0.0795597971563985	0.314847595123953	1.14830907366714
ABCG1	3.12964276333621	5.35686646925936	7.83624635601124
ABCG2	1.33406046112622	1.50917047086201	2.98168662590327
ABCG4	0.135395137400898	0.320336547714428	2.71640415283063
ABCG5	-0.414655888535488	-0.078287533959149	-0.435319043161297
ABCG8	-0.93320576246277	-0.933211698533323	-0.349460959492311
ABHD1	0.626255861493053	-0.50103852639367	0.231343313178024
ABHD10	0.5542443829048	1.30428510429452	0.0453172255097763
ABHD11	1.15805392191465	2.36350096746255	2.10447178213591
ABHD11-AS1	1.69577251681277	3.10874243492431	1.17845123409499
ABHD12	-0.603472419529682	-0.184098333730012	0.155284823126139
ABHD12B	0.253337654955976	-0.347013825617624	-1.18593417107786
ABHD13	-0.0348010869533896	-0.410660495034472	0.0592242868512975
ABHD14A	-1.27680293002427	-2.01255189901654	0.0875459992235427
ABHD14A-ACY1	0	0	0
ABHD14B	-0.751065222119937	-0.508946145282177	1.91684528999416
ABHD15	-0.454508440899756	-1.19154272516729	0.667898584253869
ABHD16A	-0.406342316243667	0.186214461855913	0.524152108875818
ABHD16B	0.0216164696705205	-0.0725584050700962	0.981336395650733
ABHD17A	-0.454893105978999	-0.910824126664172	1.36603321419806
ABHD17B	0.20492679624212	0.805329850606062	1.10353808422968
ABHD17C	0.119414620668307	0.732773640373267	-0.641144643386161
ABHD2	-0.487898844217637	-0.785222224271281	-1.26016192502291
ABHD3	1.24437697316565	2.98504839773681	0.588701400950709
ABHD4	0.104036113561837	0.938543819311668	0.870095515188215
ABHD5	-0.178206254121945	-1.040690437355	1.10384362515046
ABHD6	0.254066697839567	0.161280188698224	1.61394205098627
ABHD8	-0.620324128576374	-0.802448266456221	1.88488537770972
ABI1	0.0409912399223246	0.181579931222288	0.344152411895513
ABI2	-0.11380290091162	-0.0194895557012092	-2.12981714272949
ABI3	0.931585022467613	0	0.166452397252231
ABI3BP	-0.790037974917343	-2.39927738753656	-5.87618299170821
ABL1	-0.492996397861433	-0.849376488345203	-0.733374941949529
ABL2	-0.37718717099745	-0.990076338781668	0.451092161129516
ABLIM1	1.86766453817203	2.49648139885588	4.3469113061757
ABLIM2	1.76052341913066	3.67193770730811	6.76434470543678
ABLIM3	-1.05777330350062	-3.49963962554299	-1.42418954677197
ABO	4.2953867349459	5.20730111791122	-0.0537398641559217
ABR	-0.547447615281421	-1.46509843554465	0.850826644819964
ABRA	-0.35715827590614	-1.76755470028329	-1.16901878099914
ABRACL	0.345193200301098	1.88232315293538	1.47379074198653
ABT1	0.167457627476134	0.596559720004879	1.97964028401444
ABTB1	-0.144173594728163	0.882720205590872	0.682652934330985
ABTB2	0.751258265759832	1.63802644482982	1.73102742410269
ACAA1	-0.672261905374556	-0.221031122030532	1.19982331335957
ACAA2	-1.18524375961427	-4.30741864343969	-0.477860631734235
ACACA	0.45181792453429	0.936135942916387	0.210729692864217
ACACB	-0.235409270433851	0.596358466921731	0.447078660772408
ACAD10	-0.0325225311618172	0.183856006069689	-0.0642040269943446
ACAD11	-0.51999943704379	-0.871497388932991	-3.22514380153471
ACAD8	-0.402509079539157	0.0396628439801804	0.457084569775044
ACAD9	-0.00870123390697397	0.0398254091890241	0.261134206453839
ACADL	0	0	1.59594795799416
ACADM	0.0215434198847832	-0.285505591719373	-1.20779050836843
ACADS	-0.364629108342822	-0.970368159235448	2.34727304473177
ACADSB	-0.797143294582382	-1.80920462342135	-2.69943643479358
ACADVL	-0.0358485123908951	0.906677139043448	0.687734897428001
ACAN	2.18483433836389	-1.44707399501025	-3.451548030229
ACAP1	-0.646939659019604	-0.41117970330735	-1.14414668593938
ACAP2	-0.100076525978335	-0.550474835664856	-2.26269796100361
ACAP3	-0.485206437647975	-0.959233145346068	0.662020401613513
ACAT1	-0.39199051273441	-0.451744800519131	-1.16019012048148
ACAT2	0.150386032606989	1.15751225936556	1.28830810141653
ACBD3	-0.00569505771860533	0.302804158884134	-1.43093927209311
ACBD4	-1.08515511878602	-1.26574130101791	-0.974846730249214
ACBD5	0.129211257651982	0.028164853881436	-1.21436685207351
ACBD6	-0.011872297540672	-0.223027069885271	0.0940829010528499
ACBD7	-1.45197117083458	-0.609350043203595	-1.3994647516004
ACCS	-0.959689675839983	-0.61301525512938	-1.87933113882459
ACCSL	0.752072396399285	0	6.2872792619385
ACD	1.23708063885487	1.92021675704268	1.95924176627641
ACE	-0.77531342659888	-4.27323932566258	-4.0801031482018
ACE2	1.65170558913134	3.66268855117389	-0.660542174271464
ACER1	0	0	3.65546611126006
ACER2	-0.70922515180048	0.475991705982767	0.957224679871569
ACER3	0.415890146049966	0.765028792477578	-0.00665420804695161
