Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0031424~keratinization	14	2.4347826086956523	7.03174150740019E-10	KRT17, SPRR1A, CASP14, KRT16, SHARPIN, SPRR2D, SPRR1B, SPRR2A, CNFN, TGM1, SPRR3, SPRR4, IVL, ABCA12	490	48	16792	9.995238095238095	1.366266509705838E-6	1.366266509705838E-6	1.2049000686076283E-6
GOTERM_BP_DIRECT	GO:0008544~epidermis development	15	2.608695652173913	1.4992563397846494E-7	KLK7, KLK5, GRHL3, GJB5, KRT5, KRT17, SPRR1A, CASP14, KRT16, SPRR2D, SPRR2A, SPRR1B, KRT14, SPRR3, FABP5	490	85	16792	6.047539015606242	2.9126310339955275E-4	1.4564215751877718E-4	2.5689963170094643E-4
GOTERM_BP_DIRECT	GO:0070125~mitochondrial translational elongation	13	2.2608695652173916	6.2076129891486755E-6	MRPL4, MRPS12, MRPS7, MRPL24, GADD45GIP1, MRPL12, MRPL28, MRPS18A, MRPL49, MRPL54, MRPL37, MRPL38, MRPL44	490	85	16792	5.241200480192076	0.011988981999802695	0.004012405196294089	0.010636310244471758
GOTERM_BP_DIRECT	GO:0070126~mitochondrial translational termination	13	2.2608695652173916	7.026720253655008E-6	MRPL4, MRPS12, MRPS7, MRPL24, GADD45GIP1, MRPL12, MRPL28, MRPS18A, MRPL49, MRPL54, MRPL37, MRPL38, MRPL44	490	86	16792	5.180256288561936	0.01356018640449752	0.0034074228687477337	0.012039713633926752
GOTERM_BP_DIRECT	GO:0030216~keratinocyte differentiation	11	1.9130434782608694	6.821449007233342E-5	SPRR1A, SPRR2D, KRT16, SPRR1B, SPRR2A, TGM1, SPRR3, SPRR4, KRT10, CSTA, IVL	490	76	16792	4.960042964554242	0.12413672151553212	0.026160774321714042	0.116822302813957
GOTERM_BP_DIRECT	GO:0018149~peptide cross-linking	9	1.565217391304348	8.942291014015255E-5	SPRR1A, SPRR2D, SPRR1B, SPRR2A, TGM1, SPRR3, SPRR4, CSTA, IVL	490	50	16792	6.168489795918368	0.1594984512006583	0.028544108731310636	0.1531170766760237
GOTERM_BP_DIRECT	GO:0007005~mitochondrion organization	10	1.7391304347826086	3.8946010789982644E-4	POLRMT, HAX1, MIEF2, SLC25A33, SHARPIN, PHB, STOML2, BCS1L, CLUH, RAB38	490	77	16792	4.45056983832494	0.5308667258344912	0.10248375175671498	0.6652533604252109
GOTERM_BP_DIRECT	GO:0061436~establishment of skin barrier	5	0.8695652173913043	0.0015706678150305495	ALOXE3, KRT16, ALOX12B, GRHL3, ABCA12	490	18	16792	9.519274376417233	0.952839885014894	0.31735194540582	2.6575292765715797
GOTERM_BP_DIRECT	GO:0070475~rRNA base methylation	4	0.6956521739130435	0.0018085049977382259	NOP2, EMG1, FDXACB1, NSUN5	490	9	16792	15.230839002267576	0.9703147955049484	0.3234775278081473	3.054098016480089
GOTERM_BP_DIRECT	GO:0045815~positive regulation of gene expression, epigenetic	8	1.391304347826087	0.002097548173330301	HIST1H4L, POLR2F, HIST4H4, POLR1E, POLR1C, HIST1H4C, HIST1H4D, HIST2H3D	490	62	16792	4.421856484529296	0.9830894299177024	0.3350089123131782	3.5339995786523692
GOTERM_BP_DIRECT	GO:0032956~regulation of actin cytoskeleton organization	7	1.2173913043478262	0.0023072218659690906	DMTN, HIP1R, BAIAP2, ARHGEF5, VANGL2, GRHL3, MLST8	490	47	16792	5.103951367781155	0.9887581472586131	0.3350278684698885	3.8807222316542322
GOTERM_BP_DIRECT	GO:0000183~chromatin silencing at rDNA	6	1.0434782608695654	0.004144197957467991	HIST1H4L, HIST4H4, HIST1H4C, RRP8, HIST1H4D, HIST2H3D	490	37	16792	5.557198014340871	0.9996868749038709	0.48952263517865846	6.868623330280621
GOTERM_BP_DIRECT	GO:0005981~regulation of glycogen catabolic process	3	0.5217391304347827	0.004883838951670194	PPP1R3D, PPP1CA, PPP1CB	490	4	16792	25.70204081632653	0.9999260814621249	0.5189260977480032	8.04679435926926
GOTERM_BP_DIRECT	GO:0034227~tRNA thio-modification	3	0.5217391304347827	0.004883838951670194	URM1, CTU1, CTU2	490	4	16792	25.70204081632653	0.9999260814621249	0.5189260977480032	8.04679435926926
GOTERM_BP_DIRECT	GO:0032447~protein urmylation	3	0.5217391304347827	0.004883838951670194	URM1, CTU1, CTU2	490	4	16792	25.70204081632653	0.9999260814621249	0.5189260977480032	8.04679435926926
GOTERM_BP_DIRECT	GO:0001522~pseudouridine synthesis	4	0.6956521739130435	0.005645431144234847	RPUSD3, PUSL1, RPUSD1, NOP10	490	13	16792	10.54442700156986	0.999983300842896	0.544210940443961	9.245256384891952
